model	bertscore_f1	k	prompt	task
mimir-mistral-7b-extended-instruct	99.033	1	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.253	1	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.831	1	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.643	1	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.183	1	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.469	1	prompt-3	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.162	1	prompt-1	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.171	1	prompt-3	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.14	1	prompt-2	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.139	1	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.413	1	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.19	1	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	97.041	1	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	97.98	1	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	98.786	1	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	98.975	1	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.026	1	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.054	1	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	85.125	0	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	86.478	0	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	89.073	0	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	89.702	0	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	93.718	0	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	91.395	0	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	89.712	0	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	80.489	0	prompt-3	tatoeba_nno_nob_nn
Mistral-7B-v0.1	92.266	0	prompt-0	tatoeba_nno_nob_nn
Mistral-7B-v0.1	94.719	0	prompt-2	tatoeba_nno_nob_nn
Mistral-7B-v0.1	91.772	0	prompt-1	tatoeba_nno_nob_nn
Mistral-7B-v0.1	91.768	0	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	97.931	0	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	96.465	0	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	97.336	0	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	97.499	0	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	75.092	0	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	91.785	0	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	80.545	0	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	86.724	0	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.236	16	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.204	16	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.239	16	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.233	16	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	99.057	16	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	99.043	16	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	99.033	16	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.949	16	prompt-3	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.675	16	prompt-1	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.691	16	prompt-3	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.657	16	prompt-2	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.467	16	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.761	16	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.82	16	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.798	16	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.765	16	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.004	16	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.082	16	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.027	16	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.029	16	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.24	4	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.218	4	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.265	4	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	99.219	4	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.997	4	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.949	4	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.897	4	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-scratch-instruct	98.991	4	prompt-3	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.195	4	prompt-1	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.267	4	prompt-3	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.222	4	prompt-2	tatoeba_nno_nob_nn
Mistral-7B-v0.1	95.002	4	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.705	4	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.776	4	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.75	4	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-base-scratch-instruct	98.794	4	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	98.972	4	prompt-2	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.2	4	prompt-3	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.045	4	prompt-1	tatoeba_nno_nob_nn
mimir-mistral-7b-base-instruct	99.163	4	prompt-0	tatoeba_nno_nob_nn
mimir-mistral-7b-extended-instruct	94.738	1	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.628	1	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.73	1	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.706	1	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	93.994	1	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.101	1	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.049	1	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	93.898	1	prompt-3	tatoeba_nob_eng_nb
Mistral-7B-v0.1	93.83	1	prompt-1	tatoeba_nob_eng_nb
Mistral-7B-v0.1	93.831	1	prompt-3	tatoeba_nob_eng_nb
Mistral-7B-v0.1	93.741	1	prompt-2	tatoeba_nob_eng_nb
Mistral-7B-v0.1	93.709	1	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.401	1	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.598	1	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.692	1	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.596	1	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.65	1	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.557	1	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.636	1	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.557	1	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	73.819	0	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	86.272	0	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	87.553	0	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	82.554	0	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	92.654	0	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	91.892	0	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	84.918	0	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	85.218	0	prompt-3	tatoeba_nob_eng_nb
Mistral-7B-v0.1	93.284	0	prompt-0	tatoeba_nob_eng_nb
Mistral-7B-v0.1	90.942	0	prompt-2	tatoeba_nob_eng_nb
Mistral-7B-v0.1	77.371	0	prompt-1	tatoeba_nob_eng_nb
Mistral-7B-v0.1	80.241	0	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	91.766	0	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	88.508	0	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	90.787	0	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	86.328	0	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	59.185	0	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	59.168	0	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	89.118	0	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	66.044	0	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.95	16	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.937	16	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.933	16	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.97	16	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.384	16	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.381	16	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.407	16	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.338	16	prompt-3	tatoeba_nob_eng_nb
Mistral-7B-v0.1	94.26	16	prompt-1	tatoeba_nob_eng_nb
Mistral-7B-v0.1	94.265	16	prompt-3	tatoeba_nob_eng_nb
Mistral-7B-v0.1	94.264	16	prompt-2	tatoeba_nob_eng_nb
Mistral-7B-v0.1	94.294	16	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.964	16	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.927	16	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	94.023	16	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.996	16	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.784	16	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.738	16	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.823	16	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.8	16	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.866	4	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.832	4	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.883	4	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	94.867	4	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.219	4	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.319	4	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.261	4	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-scratch-instruct	94.236	4	prompt-3	tatoeba_nob_eng_nb
Mistral-7B-v0.1	94.185	4	prompt-1	tatoeba_nob_eng_nb
Mistral-7B-v0.1	94.218	4	prompt-3	tatoeba_nob_eng_nb
Mistral-7B-v0.1	94.215	4	prompt-2	tatoeba_nob_eng_nb
Mistral-7B-v0.1	94.096	4	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.863	4	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.832	4	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.857	4	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-base-scratch-instruct	93.89	4	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.728	4	prompt-2	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.716	4	prompt-3	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.749	4	prompt-1	tatoeba_nob_eng_nb
mimir-mistral-7b-base-instruct	94.679	4	prompt-0	tatoeba_nob_eng_nb
mimir-mistral-7b-extended-instruct	97.387	1	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.345	1	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.447	1	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.591	1	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.543	1	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.496	1	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.323	1	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.307	1	prompt-3	tatoeba_nob_nno_nb
Mistral-7B-v0.1	91.333	1	prompt-1	tatoeba_nob_nno_nb
Mistral-7B-v0.1	91.052	1	prompt-3	tatoeba_nob_nno_nb
Mistral-7B-v0.1	91.272	1	prompt-2	tatoeba_nob_nno_nb
Mistral-7B-v0.1	91.825	1	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	96.927	1	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	96.45	1	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.096	1	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	96.797	1	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.347	1	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.412	1	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.235	1	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.54	1	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	92.015	0	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	91.585	0	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	96.484	0	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	95.919	0	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	94.621	0	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	96.617	0	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	96.383	0	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	91.836	0	prompt-3	tatoeba_nob_nno_nb
Mistral-7B-v0.1	91.34	0	prompt-0	tatoeba_nob_nno_nb
Mistral-7B-v0.1	89.677	0	prompt-2	tatoeba_nob_nno_nb
Mistral-7B-v0.1	88.852	0	prompt-1	tatoeba_nob_nno_nb
Mistral-7B-v0.1	85.192	0	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	94.268	0	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	94.868	0	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	95.967	0	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	88.02	0	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	76.939	0	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	69.608	0	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	85.479	0	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	96.021	0	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.754	16	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.672	16	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.718	16	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.641	16	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.57	16	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.592	16	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.633	16	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.513	16	prompt-3	tatoeba_nob_nno_nb
Mistral-7B-v0.1	92.712	16	prompt-1	tatoeba_nob_nno_nb
Mistral-7B-v0.1	92.692	16	prompt-3	tatoeba_nob_nno_nb
Mistral-7B-v0.1	92.714	16	prompt-2	tatoeba_nob_nno_nb
Mistral-7B-v0.1	92.573	16	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.392	16	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.502	16	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.469	16	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.327	16	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.708	16	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.694	16	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.62	16	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.733	16	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.675	4	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.682	4	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.69	4	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-instruct	97.646	4	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.503	4	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.568	4	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.581	4	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-extended-scratch-instruct	97.409	4	prompt-3	tatoeba_nob_nno_nb
Mistral-7B-v0.1	92.164	4	prompt-1	tatoeba_nob_nno_nb
Mistral-7B-v0.1	92.233	4	prompt-3	tatoeba_nob_nno_nb
Mistral-7B-v0.1	92.132	4	prompt-2	tatoeba_nob_nno_nb
Mistral-7B-v0.1	92.05	4	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.281	4	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.173	4	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.422	4	prompt-0	tatoeba_nob_nno_nb
mimir-mistral-7b-base-scratch-instruct	97.293	4	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.354	4	prompt-2	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.335	4	prompt-3	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.347	4	prompt-1	tatoeba_nob_nno_nb
mimir-mistral-7b-base-instruct	97.498	4	prompt-0	tatoeba_nob_nno_nb
